Clients,Throughput_ops,Median_Latency_us
10,27920.841187642913,249.249
2,49.34567670403663,300.8625
5,98.69331185547065,381.154
20,13153.604118075156,544.303
50,939.4479229706051,38552.2405
100,1091.369379206017,38533.107
150,987.2024477917897,45512.134000000005
200,933.5107122438767,58081.105500000005
250,892.8491679101893,67032.5485
